"","Year","Genus","Export.region","Exporter.reported.quantity","Purpose","Source"
"4744",2011,"Macaca","Asia",NA,"M","C"
"4745",2011,"Macaca","Asia",NA,"S","C"
"4746",2011,"Macaca","Asia",8946,"T","C"
"4846",2011,"Macaca","Asia",427,"T","F"
"4849",2011,"Macaca","Asia",NA,"S","F"
"4870",2011,"Macaca","Asia",NA,"T","C"
"4871",2011,"Macaca","Asia",2038,"T","F"
"4889",2011,"Macaca","Africa",3462,"M","F"
"4890",2011,"Macaca","Africa",114,"M","W"
"4891",2011,"Macaca","Africa",NA,"T","C"
"4892",2011,"Macaca","Africa",NA,"T","F"
"4893",2011,"Macaca","Africa",NA,"T","W"
"4905",2011,"Macaca","Asia",15,"M","C"
"4933",2011,"Macaca","Asia",NA,"M","C"
"4934",2011,"Macaca","Asia",240,"T","C"
"4974",2011,"Macaca","Asia",28,"S","C"
"4975",2011,"Macaca","Asia",92,"T","C"
"4999",2011,"Macaca","Asia",12,"Q","C"
"5010",2011,"Macaca","Asia",324,"T","C"
"5033",2011,"Macaca","Asia",10,"T","C"
"5070",2011,"Macaca","Asia",30,"T","C"
"5081",2011,"Macaca","Asia",NA,"M","C"
"5082",2011,"Macaca","Asia",NA,"S","C"
"5083",2011,"Macaca","Asia",34,"T","C"
"5085",2011,"Macaca","Asia",1,"Q","U"
"5087",2011,"Macaca","Asia",5,"Q","C"
"5089",2011,"Macaca","Asia",NA,"M","C"
"5097",2011,"Macaca","Asia",5,"Q","U"
"5105",2011,"Macaca","Asia",2,"Q","U"
"5107",2011,"Macaca","Asia",3,"Q","C"
"5108",2011,"Macaca","Asia",7,"T","C"
"5109",2011,"Macaca","Asia",2,"T","R"
"5142",2011,"Macaca","Asia",NA,"M","C"
"5144",2011,"Macaca","Asia",NA,"M","C"
"5145",2011,"Macaca","Asia",148,"S","C"
"5146",2011,"Macaca","Asia",NA,"S","F"
"5147",2011,"Macaca","Asia",1969,"T","C"
"5178",2011,"Macaca","America",NA,"Q","C"
"5179",2011,"Macaca","America",NA,"Q","C"
"5182",2011,"Macaca","Asia",1,"Q","C"
"5183",2011,"Macaca","Asia",1,"Q","U"
"5191",2011,"Macaca","Asia",2,"Q","C"
"5193",2011,"Macaca","Asia",NA,"S","C"
"5194",2011,"Macaca","Asia",NA,"S","F"
"5195",2011,"Macaca","Asia",184,"T","F"
"5218",2011,"Papio","Africa",NA,"T","W"
"5222",2011,"Papio","Africa",2,"T","R"
"5237",2011,"Papio","Africa",8,"T","R"
"5244",2011,"Papio","America",4,"Z","C"
"5255",2011,"Papio","Africa",NA,"Z","R"
"5312",2011,"Papio","Africa",NA,"Z","W"
"5404",2011,"Papio","Asia",1,"B","O"
"5414",2011,"Papio","Asia",1,"Q","C"
"5415",2011,"Papio","Asia",2,"Q","C"
"5804",2011,"Galago","Africa",4,"T","W"
"5807",2011,"Otolemur","Africa",5,"Z","C"
"5811",2011,"Chiropotes","America",12,"T","W"
"5812",2011,"Chiropotes","Africa",2,"Z","C"
"5813",2011,"Chiropotes","Africa",NA,"Z","C"
"5815",2011,"Pithecia","Africa",NA,"Z","C"
"5856",2012,"Leontopithecus","Asia",4,"Z","C"
"5868",2012,"Saguinus","Africa",20,"P","C"
"5872",2012,"Saguinus","Africa",10,"B","C"
"5873",2012,"Saguinus","Africa",20,"Z","C"
"5874",2012,"Saguinus","Africa",2,"T","C"
"5886",2012,"Saguinus","Africa",4,"P","C"
"5892",2012,"Saguinus","Africa",10,"B","C"
"5893",2012,"Saguinus","Africa",20,"T","C"
"5933",2012,"Microcebus","Africa",6,"Z","C"
"5940",2012,"Daubentonia","Asia",1,"S","F"
"5957",2012,"Gorilla","Asia",1,"Z","C"
"5973",2012,"Pan","Africa",NA,"B","F"
"5976",2012,"Pan","Africa",NA,"Z","C"
"5977",2012,"Pan","Asia",NA,"E","C"
"5986",2012,"Pan","Asia",1,"Z","F"
"5987",2012,"Pan","Asia",8,"Z","C"
"5988",2012,"Pan","Africa",NA,"Z","C"
"6005",2012,"Pan","Asia",1,"Q","U"
"6013",2012,"Pan","Africa",NA,"B","C"
"6044",2012,"Pongo","Asia",7,"B","C"
"6045",2012,"Pongo","Asia",NA,"Z","C"
"6046",2012,"Pongo","Asia",1,"Z","C"
"6050",2012,"Pongo","Asia",1,"E","C"
"6051",2012,"Pongo","Asia",NA,"Q","C"
"6122",2012,"Lemur","Asia",9,"","C"
"6135",2012,"Lemur","Asia",2,"Z","C"
"6155",2012,"Lemur","Africa",4,"Z","C"
"6165",2012,"Lemur","Asia",NA,"E","C"
"6166",2012,"Prolemur","Africa",NA,"S","W"
"6167",2012,"Varecia","America",NA,"Z","C"
"6169",2012,"Varecia","Asia",1,"Z","F"
"6172",2012,"Varecia","Africa",1,"Z","C"
"6175",2012,"Varecia","Asia",2,"Z","C"
"6207",2012,"Aotus","America",3,"T","C"
"6208",2012,"Aotus","America",1,"T","F"
"6216",2012,"Aotus","America",3,"T","C"
"6217",2012,"Aotus","America",1,"T","F"
"6276",2012,"Callithrix","Africa",10,"B","C"
"6281",2012,"Callithrix","Africa",10,"T","C"
"6283",2012,"Callithrix","Africa",20,"B","C"
"6284",2012,"Callithrix","Africa",20,"T","C"
"6285",2012,"Callithrix","Asia",3,"Z","C"
"6286",2012,"Callithrix","Africa",50,"Z","C"
"6287",2012,"Callithrix","Africa",30,"T","C"
"6290",2012,"Callithrix","Africa",130,"T","C"
"6294",2012,"Callithrix","Asia",31,"T","C"
"6295",2012,"Callithrix","Asia",NA,"Z","C"
"6296",2012,"Callithrix","Africa",240,"B","C"
"6297",2012,"Callithrix","Africa",NA,"T","C"
"6304",2012,"Callithrix","Africa",8,"T","C"
"6305",2012,"Callithrix","Asia",8,"T","C"
"6306",2012,"Callithrix","Africa",40,"T","C"
"6310",2012,"Callithrix","Asia",2,"T","C"
"6312",2012,"Callithrix","Africa",66,"T","C"
"6313",2012,"Callithrix","Africa",50,"T","C"
"6314",2012,"Callithrix","Africa",NA,"B","C"
"6315",2012,"Callithrix","Africa",4,"T","C"
"6316",2012,"Callithrix","Africa",150,"T","C"
"6317",2012,"Callithrix","Asia",6,"B","C"
"6319",2012,"Callithrix","Africa",70,"T","C"
"6320",2012,"Callithrix","Africa",24,"Z","C"
"6321",2012,"Callithrix","Africa",320,"B","C"
"6322",2012,"Callithrix","Africa",NA,"P","C"
"6323",2012,"Callithrix","Africa",382,"T","C"
"6324",2012,"Callithrix","Africa",100,"Z","C"
"6339",2012,"Callithrix","Africa",80,"T","F"
"6340",2012,"Callithrix","Africa",2,"Z","C"
"6343",2012,"Callithrix","Asia",NA,"T","C"
"6344",2012,"Callithrix","Africa",6,"T","C"
"6345",2012,"Callithrix","Africa",30,"Z","C"
"6346",2012,"Callithrix","Africa",4,"P","C"
"6347",2012,"Callithrix","Africa",18,"T","C"
"6351",2012,"Callithrix","Asia",20,"T","C"
"6352",2012,"Callithrix","Asia",NA,"Z","C"
"6357",2012,"Callithrix","Asia",10,"T","C"
"6358",2012,"Callithrix","Africa",30,"T","C"
"6359",2012,"Callithrix","Africa",NA,"B","C"
"6360",2012,"Callithrix","Africa",4,"T","C"
"6361",2012,"Callithrix","Africa",10,"T","C"
"6362",2012,"Callithrix","Africa",6,"Z","C"
"6363",2012,"Callithrix","Africa",270,"B","C"
"6364",2012,"Callithrix","Africa",NA,"P","C"
"6365",2012,"Callithrix","Africa",90,"T","C"
"6373",2012,"Callithrix","Asia",2,"T","C"
"6378",2012,"Callithrix","Africa",20,"B","C"
"6379",2012,"Callithrix","Africa",10,"","C"
"6383",2012,"Callithrix","America",6,"Z","W"
"6393",2012,"Cebus","Africa",22,"T","C"
"6396",2012,"Cebus","Africa",1,"T","C"
"6402",2012,"Cebus","America",NA,"Z","W"
"6408",2012,"Cebus","Africa",4,"T","C"
"6413",2012,"Cebus","America",NA,"B","W"
"6414",2012,"Cebus","America",13,"T","W"
"6415",2012,"Cebus","America",NA,"Z","W"
"6416",2012,"Cebus","Africa",10,"T","C"
"6423",2012,"Cebus","America",NA,"T","W"
"6425",2012,"Cebus","Africa",1,"P","W"
"6426",2012,"Cebus","America",15,"T","W"
"6433",2012,"Cebus","Africa",40,"B","C"
"6435",2012,"Cebus","America",NA,"T","W"
"6437",2012,"Cebus","America",NA,"B","W"
"6438",2012,"Cebus","America",20,"T","W"
"6439",2012,"Cebus","America",7,"T","W"
"6442",2012,"Saguinus","Africa",20,"B","C"
"6447",2012,"Saguinus","America",1,"Z","W"
"6450",2012,"Saguinus","Africa",30,"Z","C"
"6459",2012,"Saguinus","Africa",NA,"Q","C"
"6460",2012,"Saguinus","Africa",1,"T","C"
"6466",2012,"Saguinus","Africa",10,"B","C"
"6471",2012,"Saguinus","America",1,"Z","W"
"6474",2012,"Saguinus","Africa",36,"T","C"
"6482",2012,"Saguinus","America",NA,"Z","W"
"6483",2012,"Saguinus","Asia",4,"T","C"
"6485",2012,"Saguinus","Africa",10,"T","C"
"6486",2012,"Saguinus","Africa",10,"T","C"
"6487",2012,"Saguinus","America",NA,"B","W"
"6488",2012,"Saguinus","America",43,"T","W"
"6489",2012,"Saguinus","America",39,"Z","W"
"6490",2012,"Saguinus","America",NA,"B","W"
"6491",2012,"Saguinus","Africa",53,"B","C"
"6492",2012,"Saguinus","Africa",44,"T","C"
"6494",2012,"Saguinus","Africa",NA,"B","C"
"6495",2012,"Saguinus","America",1,"Z","W"
"6510",2012,"Saimiri","Africa",20,"Z","C"
"6512",2012,"Saimiri","Africa",52,"T","C"
"6513",2012,"Saimiri","Africa",NA,"Z","C"
"6519",2012,"Saimiri","America",NA,"T","W"
"6520",2012,"Saimiri","America",105,"Z","W"
"6525",2012,"Saimiri","Asia",5,"Z","C"
"6526",2012,"Saimiri","Africa",10,"T","C"
"6528",2012,"Saimiri","America",NA,"B","W"
"6529",2012,"Saimiri","America",73,"T","W"
"6530",2012,"Saimiri","America",NA,"Z","W"
"6531",2012,"Saimiri","America",NA,"B","W"
"6532",2012,"Saimiri","Africa",40,"B","C"
"6533",2012,"Saimiri","Africa",20,"T","C"
"6535",2012,"Saimiri","America",NA,"T","W"
"6538",2012,"Saimiri","America",NA,"T","W"
"6545",2012,"Saimiri","Africa",6,"Z","C"
"6546",2012,"Saimiri","America",100,"T","W"
"6548",2012,"Allenopithecus","Africa",4,"Z","W"
"6549",2012,"Allochrocebus","Africa",NA,"Z","W"
"6567",2012,"","Africa",1,"T","W"
"6574",2012,"Cercopithecus","Asia",12,"B","W"
"6575",2012,"Cercopithecus","Africa",NA,"T","W"
"6582",2012,"Cercopithecus","Africa",NA,"Z","W"
"6583",2012,"Cercopithecus","Asia",9,"B","W"
"6584",2012,"Cercopithecus","Asia",10,"B","W"
"6590",2012,"Cercopithecus","Africa",NA,"T","W"
"6591",2012,"Cercopithecus","Africa",NA,"T","W"
"6592",2012,"Cercopithecus","Africa",NA,"Z","W"
"6593",2012,"Cercopithecus","Africa",NA,"Z","W"
"6594",2012,"Cercopithecus","Asia",9,"B","W"
"6595",2012,"Cercopithecus","Africa",NA,"T","W"
"6597",2012,"Cercopithecus","Africa",2,"Z","C"
"6599",2012,"Cercopithecus","Africa",NA,"Z","W"
"6600",2012,"Cercopithecus","Africa",NA,"T","W"
"6601",2012,"Cercopithecus","Africa",NA,"Z","W"
"6604",2012,"Cercopithecus","Africa",NA,"T","W"
"6608",2012,"Cercopithecus","Asia",18,"B","W"
"6609",2012,"Cercopithecus","Africa",NA,"T","W"
"6642",2012,"Chlorocebus","Africa",NA,"T","W"
"6648",2012,"Chlorocebus","Africa",60,"","W"
"6684",2012,"Chlorocebus","Africa",NA,"T",""
"6701",2012,"Chlorocebus","Asia",58,"T","C"
"6729",2012,"Chlorocebus","Asia",11,"B","W"
"6730",2012,"Chlorocebus","Asia",2,"B","W"
"6740",2012,"Chlorocebus","Africa",862,"","W"
"6745",2012,"Chlorocebus","Asia",5,"T","R"
"6746",2012,"Chlorocebus","Asia",16,"T","C"
"6747",2012,"Chlorocebus","Asia",2,"T","R"
"6779",2012,"Chlorocebus","America",2,"Z","C"
"6803",2012,"Chlorocebus","Africa",NA,"T","W"
"6804",2012,"Chlorocebus","Africa",120,"T","W"
"6863",2012,"Chlorocebus","Africa",2,"Z","C"
"6901",2012,"Chlorocebus","America",NA,"M","C"
"6902",2012,"Chlorocebus","America",NA,"M","C"
"6905",2012,"Chlorocebus","America",70,"M","C"
"6906",2012,"Chlorocebus","Asia",4,"B","W"
"6910",2012,"Chlorocebus","America",NA,"M","W"
"6917",2012,"Chlorocebus","America",50,"M","W"
"6938",2012,"Chlorocebus","America",NA,"T","W"
"6959",2012,"Colobus","Asia",20,"T","C"
"6960",2012,"Colobus","Asia",NA,"Z","C"
"6974",2012,"Erythrocebus","Africa",NA,"T","W"
"6975",2012,"Erythrocebus","Africa",20,"","W"
"6979",2012,"Erythrocebus","Africa",NA,"P","W"
"6980",2012,"Erythrocebus","Africa",1,"P","W"
"6982",2012,"Erythrocebus","Africa",1,"P","W"
"6983",2012,"Erythrocebus","Asia",6,"B","W"
"6985",2012,"Erythrocebus","Africa",15,"","W"
"6989",2012,"Erythrocebus","Asia",1,"T","R"
"6991",2012,"Lophocebus","Asia",10,"B","W"
"6993",2012,"Lophocebus","Asia",14,"B","W"
"6994",2012,"Lophocebus","Africa",NA,"T","W"
"7002",2012,"Macaca","America",2,"Z","C"
"7079",2012,"Macaca","Asia",386,"T","C"
"7096",2012,"Macaca","Africa",86,"M","F"
"7097",2012,"Macaca","Africa",40,"M","W"
"7242",2012,"Macaca","Asia",NA,"T","C"
"7243",2012,"Macaca","Asia",NA,"T","F"
"7311",2012,"Macaca","Asia",NA,"M","C"
"7312",2012,"Macaca","Asia",186,"T","C"
"7339",2012,"Macaca","Africa",612,"M","F"
"7343",2012,"Macaca","Asia",108,"T","C"
"7363",2012,"Macaca","Asia",736,"T","C"
"7370",2012,"Macaca","Africa",NA,"M","F"
"7371",2012,"Macaca","Africa",1131,"M","F"
"7372",2012,"Macaca","Africa",14,"M","W"
"7374",2012,"Macaca","Asia",84,"M","C"
"7399",2012,"Macaca","Asia",94,"T","C"
"7400",2012,"Macaca","Asia",NA,"M","C"
"7401",2012,"Macaca","Asia",306,"T","C"
"7411",2012,"Macaca","Asia",NA,"M","C"
"7419",2012,"Macaca","Africa",89,"M","C"
"7420",2012,"Macaca","Africa",1058,"M","F"
"7449",2012,"Macaca","Asia",NA,"M","C"
"7450",2012,"Macaca","Asia",594,"T","C"
"7500",2012,"Macaca","Asia",NA,"T","C"
"7508",2012,"Macaca","Asia",1362,"T","C"
"7521",2012,"Macaca","Asia",NA,"T","F"
"7524",2012,"Macaca","Asia",1540,"T","F"
"7527",2012,"Macaca","Asia",674,"M","C"
"7560",2012,"Macaca","Asia",712,"T","F"
"7561",2012,"Macaca","Asia",858,"T","C"
"7566",2012,"Macaca","Asia",NA,"M","C"
"7567",2012,"Macaca","Asia",55,"T","C"
"7594",2012,"Macaca","Asia",NA,"M","C"
"7595",2012,"Macaca","Asia",NA,"M","C"
"7596",2012,"Macaca","Asia",685,"T","C"
"7600",2012,"Macaca","Asia",2,"Q","U"
"7613",2012,"Macaca","Africa",239,"M","F"
"7614",2012,"Macaca","Africa",NA,"S","F"
"7633",2012,"Macaca","Asia",NA,"M","C"
"7634",2012,"Macaca","Asia",108,"T","C"
"7708",2012,"Macaca","Asia",NA,"S","F"
"7709",2012,"Macaca","Asia",20,"T","W"
"7717",2012,"Macaca","Africa",25,"M","W"
"7718",2012,"Macaca","Africa",NA,"S","W"
"7729",2012,"Macaca","Asia",NA,"S","C"
"7730",2012,"Macaca","Asia",615,"T","C"
"7821",2012,"Macaca","Asia",NA,"M","C"
"7822",2012,"Macaca","Asia",180,"S","C"
"7823",2012,"Macaca","Asia",9753,"T","C"
"7923",2012,"Macaca","Asia",NA,"S","C"
"7940",2012,"Macaca","Asia",NA,"M","F"
"7941",2012,"Macaca","Asia",NA,"S","C"
"7942",2012,"Macaca","Asia",NA,"S","F"
"7943",2012,"Macaca","Asia",NA,"T","C"
"7944",2012,"Macaca","Asia",2390,"T","F"
"7958",2012,"Macaca","Africa",2805,"M","F"
"7959",2012,"Macaca","Africa",115,"M","W"
"7960",2012,"Macaca","Africa",NA,"T","F"
"8009",2012,"Macaca","Asia",180,"T","F"
"8012",2012,"Macaca","Asia",NA,"M","C"
"8013",2012,"Macaca","Asia",1920,"T","C"
"8048",2012,"Macaca","Asia",42,"S","C"
"8049",2012,"Macaca","Asia",101,"T","C"
"8059",2012,"Macaca","Asia",187,"S","C"
"8060",2012,"Macaca","Asia",296,"T","C"
"8082",2012,"Macaca","Asia",6,"Q","C"
"8123",2012,"Macaca","Asia",115,"T","C"
"8147",2012,"Macaca","Asia",178,"T","C"
"8155",2012,"Macaca","Asia",NA,"M","C"
"8156",2012,"Macaca","Asia",NA,"S","C"
"8157",2012,"Macaca","Asia",67,"T","C"
"8161",2012,"Macaca","Asia",1,"Q","U"
"8163",2012,"Macaca","Asia",2,"Q","C"
"8168",2012,"Macaca","Asia",NA,"M","C"
"8175",2012,"Macaca","Asia",1,"Q","C"
"8186",2012,"Macaca","Asia",2,"T","R"
"8212",2012,"Macaca","Asia",NA,"M","C"
"8213",2012,"Macaca","Asia",NA,"S","C"
"8214",2012,"Macaca","Asia",1386,"T","C"
"8245",2012,"Macaca","Asia",NA,"B","C"
"8246",2012,"Macaca","Asia",600,"T","C"
"8250",2012,"Macaca","Asia",1,"Q","U"
"8264",2012,"Macaca","Asia",NA,"S","C"
"8265",2012,"Macaca","Asia",NA,"S","F"
"8266",2012,"Macaca","Asia",100,"T","W"
"8330",2012,"Papio","America",2,"Q","C"
"8469",2012,"Papio","Asia",1,"Q","U"
"8824",2012,"Presbytis","Asia",2,"Z","C"
"8863",2012,"Chiropotes","Africa",2,"Z","C"
"8864",2012,"Chiropotes","Africa",NA,"Z","C"
"8892",2012,"Tarsius","Asia",9,"T","C"
"8893",2012,"Tarsius","Asia",NA,"Z","C"
"8894",2012,"Tarsius","Asia",3,"T","C"
"8895",2012,"Tarsius","Asia",NA,"Z","C"
"8918",2013,"Callimico","Asia",1,"Z","C"
"8935",2013,"Saguinus","Africa",2,"B","C"
"8944",2013,"Cercopithecus","Africa",10,"T","W"
"8948",2013,"Macaca","Asia",2,"Z","C"
"8950",2013,"Macaca","Asia",1,"Z","C"
"8951",2013,"Macaca","Asia",2,"Z","C"
"8955",2013,"Mandrillus","Asia",4,"Z","C"
"8956",2013,"Mandrillus","Asia",1,"Z","C"
"9056",2013,"","Asia",1,"Q","C"
"9075",2013,"Pan","Asia",6,"Z","C"
"9076",2013,"Pan","Asia",NA,"Z","F"
"9077",2013,"Pan","Asia",NA,"Z","C"
"9104",2013,"Pan","Asia",NA,"Z","C"
"9119",2013,"Pan","Asia",1,"Q","C"
"9120",2013,"Pan","Africa",NA,"Z","C"
"9121",2013,"Pan","Asia",1,"Q","C"
"9156",2013,"Pongo","Asia",1,"Z","F"
"9161",2013,"Pongo","Asia",1,"Q","C"
"9165",2013,"Pongo","Asia",1,"Z","C"
"9261",2013,"Lemur","Asia",6,"Z","C"
"9277",2013,"Varecia","Asia",NA,"B","F"
"9279",2013,"Varecia","Africa",2,"Z","C"
"9284",2013,"Varecia","Asia",2,"Z","C"
"9300",2013,"Varecia","Asia",8,"Z","C"
"9318",2013,"Aotus","America",NA,"T","C"
"9326",2013,"Aotus","America",6,"T","C"
"9327",2013,"Aotus","America",NA,"Z","C"
"9328",2013,"Aotus","America",NA,"Z","F"
"9329",2013,"Aotus","America",1,"T","C"
"9330",2013,"Aotus","America",3,"T","C"
"9331",2013,"Aotus","America",1,"T","F"
"9353",2013,"Lagothrix","America",1,"Z","C"
"9360",2013,"Callithrix","Africa",10,"T","C"
"9361",2013,"Callithrix","Africa",6,"T","C"
"9365",2013,"Callithrix","Africa",16,"T","C"
"9369",2013,"Callithrix","Asia",NA,"Z","C"
"9374",2013,"Callithrix","Africa",40,"T","C"
"9379",2013,"Callithrix","Africa",141,"B","C"
"9384",2013,"Callithrix","Africa",5,"B","C"
"9387",2013,"Callithrix","Africa",6,"T","C"
"9389",2013,"Callithrix","Asia",4,"T","C"
"9390",2013,"Callithrix","Africa",10,"T","C"
"9392",2013,"Callithrix","Africa",10,"T","C"
"9397",2013,"Callithrix","Asia",50,"M","C"
"9398",2013,"Callithrix","Africa",20,"T","C"
"9399",2013,"Callithrix","Africa",20,"Z","C"
"9405",2013,"Callithrix","Africa",6,"T","C"
"9407",2013,"Callithrix","Africa",86,"T","C"
"9410",2013,"Callithrix","Africa",40,"T","C"
"9411",2013,"Callithrix","Africa",NA,"B","C"
"9412",2013,"Callithrix","Africa",6,"T","C"
"9415",2013,"Callithrix","Africa",2,"Z","C"
"9418",2013,"Callithrix","Africa",180,"T","C"
"9420",2013,"Callithrix","Africa",1,"P","C"
"9432",2013,"Callithrix","Africa",80,"T","C"
"9433",2013,"Callithrix","Africa",NA,"T","F"
"9434",2013,"Callithrix","Africa",20,"T","C"
"9436",2013,"Callithrix","Africa",20,"T","C"
"9439",2013,"Callithrix","Africa",10,"T","C"
"9440",2013,"Callithrix","Africa",6,"T","C"
"9441",2013,"Callithrix","Africa",30,"T","C"
"9442",2013,"Callithrix","Africa",12,"T","C"
"9443",2013,"Callithrix","Africa",NA,"B","C"
"9444",2013,"Callithrix","Africa",2,"Z","C"
"9445",2013,"Callithrix","Africa",10,"T","C"
"9457",2013,"Cebus","Africa",22,"T","C"
"9460",2013,"Cebus","America",NA,"B","W"
"9461",2013,"Cebus","America",38,"T","W"
"9462",2013,"Cebus","America",12,"T","W"
"9464",2013,"Cebus","Africa",10,"B","C"
"9466",2013,"Cebus","Africa",2,"T","C"
"9467",2013,"Cebus","Africa",10,"T","C"
"9469",2013,"Cebus","America",10,"T","W"
"9470",2013,"Cebus","America",16,"Z","W"
"9475",2013,"Cebus","America",42,"T","W"
"9478",2013,"Cebus","America",NA,"Z","W"
"9480",2013,"Cebus","America",10,"T","W"
"9481",2013,"Cebus","Africa",1,"","C"
"9482",2013,"Cebus","America",NA,"T","W"
"9483",2013,"Cebus","America",20,"Z","W"
"9489",2013,"Cebus","America",42,"T","W"
"9490",2013,"Cebus","America",2,"T","W"
"9491",2013,"Cebus","America",NA,"T","W"
"9492",2013,"Cebus","America",10,"Z","W"
"9518",2013,"Saguinus","Africa",36,"T","C"
"9519",2013,"Saguinus","America",3,"T","W"
"9522",2013,"Saguinus","Africa",6,"T","C"
"9523",2013,"Saguinus","Africa",10,"T","C"
"9524",2013,"Saguinus","Africa",10,"Z","C"
"9527",2013,"Saguinus","Africa",48,"T","C"
"9528",2013,"Saguinus","America",15,"T","W"
"9529",2013,"Saguinus","America",12,"Z","W"
"9530",2013,"Saguinus","Africa",4,"Z","C"
"9533",2013,"Saguinus","America",NA,"B","W"
"9534",2013,"Saguinus","America",30,"T","W"
"9535",2013,"Saguinus","America",24,"B","W"
"9536",2013,"Saguinus","America",9,"T","W"
"9539",2013,"Saguinus","Africa",8,"T","C"
"9540",2013,"Saguinus","America",2,"T","F"
"9550",2013,"Saimiri","Africa",50,"T","C"
"9553",2013,"Saimiri","America",NA,"B","W"
"9554",2013,"Saimiri","America",497,"T","W"
"9555",2013,"Saimiri","America",NA,"Z","W"
"9556",2013,"Saimiri","America",30,"T","W"
"9560",2013,"Saimiri","America",10,"T","W"
"9561",2013,"Saimiri","Africa",20,"T","C"
"9565",2013,"Saimiri","Africa",20,"T","C"
"9567",2013,"Saimiri","America",9,"T","W"
"9569",2013,"Saimiri","Africa",120,"T","C"
"9570",2013,"Saimiri","America",20,"T","W"
"9571",2013,"Saimiri","America",20,"Z","W"
"9572",2013,"Saimiri","America",NA,"B","W"
"9573",2013,"Saimiri","America",26,"T","W"
"9574",2013,"Saimiri","America",15,"B","W"
"9575",2013,"Saimiri","America",50,"T","W"
"9576",2013,"Saimiri","America",75,"T","W"
"9578",2013,"Saimiri","America",97,"T","W"
"9579",2013,"Saimiri","America",NA,"Z","W"
"9582",2013,"Saimiri","America",200,"T","W"
"9583",2013,"Saimiri","Africa",10,"T","C"
"9584",2013,"Saimiri","America",NA,"T","W"
"9585",2013,"Saimiri","America",40,"Z","W"
"9586",2013,"Allochrocebus","Asia",1,"T","C"
"9588",2013,"Cercocebus","Africa",NA,"T","W"
"9589",2013,"Cercocebus","Africa",NA,"Z","W"
"9593",2013,"Cercocebus","Africa",5,"T","W"
"9594",2013,"Cercocebus","Africa",8,"T","W"
"9596",2013,"Cercopithecus","Asia",10,"T","C"
"9600",2013,"Cercopithecus","Africa",4,"Z","C"
"9601",2013,"Cercopithecus","Africa",NA,"T","W"
"9604",2013,"Cercopithecus","Africa",20,"T","W"
"9606",2013,"Cercopithecus","Africa",NA,"T","W"
"9607",2013,"Cercopithecus","Africa",NA,"Z","W"
"9611",2013,"Cercopithecus","Africa",6,"Z","C"
"9616",2013,"Cercopithecus","Africa",NA,"Z","W"
"9618",2013,"Cercopithecus","Asia",10,"T","C"
"9619",2013,"Cercopithecus","Africa",10,"T","W"
"9622",2013,"Cercopithecus","Africa",5,"T","W"
"9623",2013,"Cercopithecus","Africa",8,"T","W"
"9625",2013,"Cercopithecus","Asia",10,"T","C"
"9626",2013,"Cercopithecus","Africa",NA,"Z","W"
"9627",2013,"Cercopithecus","Africa",NA,"Z","W"
"9629",2013,"Cercopithecus","Africa",NA,"T","W"
"9630",2013,"Cercopithecus","Africa",10,"T","W"
"9631",2013,"Cercopithecus","Africa",NA,"Z","W"
"9633",2013,"Cercopithecus","Africa",NA,"Z","W"
"9634",2013,"Cercopithecus","Africa",NA,"Z","W"
"9635",2013,"Cercopithecus","Africa",40,"T","W"
"9639",2013,"Cercopithecus","Africa",12,"T","W"
"9640",2013,"Cercopithecus","Asia",9,"T","C"
"9641",2013,"Cercopithecus","Africa",3,"T","W"
"9643",2013,"Cercopithecus","Asia",5,"B","W"
"9644",2013,"Cercopithecus","Africa",NA,"T","W"
"9645",2013,"Chlorocebus","Asia",10,"T","C"
"9649",2013,"Chlorocebus","Africa",10,"T","W"
"9669",2013,"Chlorocebus","Asia",10,"T","C"
"9680",2013,"Chlorocebus","Asia",1,"",""
"9752",2013,"Chlorocebus","Africa",10,"T","W"
"9758",2013,"Chlorocebus","Africa",2,"","W"
"9767",2013,"Chlorocebus","Africa",144,"","W"
"9809",2013,"Chlorocebus","Africa",1,"P","W"
"9814",2013,"Chlorocebus","Africa",NA,"Z","W"
"9820",2013,"Chlorocebus","Africa",30,"T","W"
"9845",2013,"Chlorocebus","Africa",10,"T","W"
"9846",2013,"Chlorocebus","Africa",NA,"B","W"
"9878",2013,"Chlorocebus","Africa",4,"Z","C"
"9911",2013,"Chlorocebus","Africa",10,"Z","C"
"9912",2013,"Chlorocebus","Africa",6,"Z","W"
"9939",2013,"Chlorocebus","America",28,"M","C"
"9943",2013,"Chlorocebus","America",8,"M","C"
"9945",2013,"Chlorocebus","Asia",25,"T","C"
"9946",2013,"Chlorocebus","America",30,"M","C"
"9947",2013,"Chlorocebus","America",20,"M","W"
"9957",2013,"Chlorocebus","America",162,"T","W"
"9968",2013,"Colobus","Africa",NA,"Z","W"
"9969",2013,"Colobus","Africa",60,"T","W"
"9991",2013,"Erythrocebus","Africa",6,"T","W"
"9992",2013,"Erythrocebus","Asia",20,"T","C"
"9993",2013,"Erythrocebus","Africa",10,"T","W"
"9994",2013,"Erythrocebus","Africa",15,"T","W"
"9995",2013,"Erythrocebus","Africa",7,"T","W"
"9996",2013,"Erythrocebus","Africa",4,"T","W"
"9998",2013,"Erythrocebus","Africa",NA,"P","W"
"9999",2013,"Erythrocebus","Africa",1,"P","W"
"10000",2013,"Erythrocebus","Africa",7,"T","W"
